customer_id,persona,month,salary,other_credit,total_credit,total_debit,emi,balance
7,volatile,19,42420.52,3918.27,46338.79,35251.35,7575,164580.01
7,volatile,20,43600.03,4747.6,48347.63,36451.15,7575,176476.49
7,volatile,21,44911.64,1291.22,46202.86,35170.16,7575,187509.19
7,volatile,22,45141.85,1643.76,46785.61,48186.56,7575,186108.24
7,volatile,23,22208.07,759.51,22967.58,24797.92,7575,184277.9
7,volatile,24,43689.77,4483.94,48173.72,36347.28,7575,196104.34
8,saver,1,104086.38,159.02,104245.4,39981.67,4699,97995.73
8,saver,2,106060.85,1779.96,107840.8,41198.56,4699,164637.98
8,saver,3,101772.98,1650.5,103423.48,39703.48,4699,228357.97
8,saver,4,101387.63,2405.73,103793.36,39828.67,4699,292322.66
8,saver,5,105820.21,784.89,106605.1,40780.33,4699,358147.43
8,saver,6,100439.58,4341.51,104781.08,61393.1,4699,401535.42
8,saver,7,110836.59,2682.95,113519.54,43120.58,4699,471934.39
8,saver,8,102907.83,3799.78,106707.61,40815.02,4699,537826.97
8,saver,9,108027.79,311.71,108339.5,41367.35,4699,604799.12
8,saver,10,101819.16,3435.83,105254.98,59481.31,4699,650572.79
8,saver,11,100734.23,4336.07,105070.31,52410.88,4699,703232.21
8,saver,12,106596.61,3687.03,110283.64,42025.36,4699,771490.5
8,saver,13,111691.75,4203.55,115895.3,66191.82,4699,821193.98
8,saver,14,108021.04,1714.63,109735.67,41839.89,4699,889089.75
8,saver,15,109373.77,3244.11,112617.88,42815.4,4699,958892.24
8,saver,16,111916.31,3684.11,115600.42,43824.87,4699,1030667.8
8,saver,17,111942.24,2822.29,114764.53,43541.95,4699,1101890.37
8,saver,18,109177.8,4498.24,113676.04,43173.54,4699,1172392.87
8,saver,19,108144.63,2491.24,110635.87,42144.57,4699,1240884.17
8,saver,20,115795.04,37.67,115832.71,43903.49,4699,1312813.4
8,saver,21,109487.56,2439.05,111926.6,42581.43,4699,1382158.57
8,saver,22,106408.15,4029.32,110437.48,50385.21,4699,1442210.84
8,saver,23,106005.82,91.21,106097.03,57801.22,4699,1490506.65
8,saver,24,120877.96,2879.99,123757.95,46585.84,4699,1567678.75
9,stable,1,30774.93,2675.18,33450.11,29121.25,7560,28263.86
9,stable,2,31136.71,1025.39,32162.1,28291.02,7560,32134.94
9,stable,3,30752.33,997.53,31749.86,28025.3,7560,35859.5
9,stable,4,30206.87,3536.15,33743.02,29310.05,7560,40292.47
9,stable,5,28874.04,2530.52,31404.56,27802.73,7560,43894.31
9,stable,6,29576.83,2969.42,32546.24,28538.63,7560,47901.92
9,stable,7,29979.27,2743.02,32722.28,28652.1,7560,51972.1
9,stable,8,29218.7,3422.86,32641.56,36372.53,7560,48241.12
9,stable,9,28619.31,583.48,29202.79,26383.51,7560,51060.4
9,stable,10,30436.55,3971.45,34407.99,35120.99,7560,50347.4
9,stable,11,30857.8,2042.59,32900.39,40922.18,7560,42325.61
9,stable,12,30689.98,1896.14,32586.12,28564.34,7560,46347.4
9,stable,13,32323.6,240.47,32564.07,28550.13,7560,50361.35
9,stable,14,32659.89,3752.51,36412.4,31030.68,7560,55743.07
9,stable,15,32651.01,932.02,33583.04,29206.93,7560,60119.18
9,stable,16,32045.83,4539.33,36585.16,31142.04,7560,65562.31
9,stable,17,31902.1,3414.91,35317.01,30324.61,7560,70554.71
9,stable,18,32298.89,4498.34,36797.23,31278.73,7560,76073.21
9,stable,19,31748.65,2193.72,33942.37,29438.55,7560,80577.03
9,stable,20,31165.46,1957.41,33122.88,28910.32,7560,84789.59
9,stable,21,30252.38,1145.13,31397.5,27798.18,7560,88388.92
9,stable,22,31406.32,1664.08,33070.4,39368.89,7560,82090.43
9,stable,23,30568.96,4393.15,34962.1,39068.93,7560,77983.6
9,stable,24,33371.04,4988.46,38359.5,32285.74,7560,84057.36
10,debt_heavy,1,62588.39,3812.29,66400.69,53984.17,12243,34750.52
10,debt_heavy,2,61172.47,4106.29,65278.76,53278.9,12243,46750.38
10,debt_heavy,3,64307.34,637.44,64944.78,53068.95,12243,58626.21
10,debt_heavy,4,64001.81,749.59,64751.4,52947.39,12243,70430.22
10,debt_heavy,5,63535.39,3600.18,67135.57,54446.14,12243,83119.65
10,debt_heavy,6,63359.47,2713.62,66073.09,53778.24,12243,95414.5
10,debt_heavy,7,61194.94,907.99,62102.93,51282.49,12243,106234.94
10,debt_heavy,8,62672.31,2004.26,64676.57,52900.35,12243,118011.16
10,debt_heavy,9,64934.04,766.76,65700.8,53544.21,12243,130167.76
10,debt_heavy,10,62190.6,3057.27,65247.87,61759.91,12243,133655.73
10,debt_heavy,11,64839.79,2825.67,67665.45,75139.65,12243,126181.54
10,debt_heavy,12,66614.17,762.7,67376.87,54597.82,12243,138960.58
10,debt_heavy,13,65958.14,2120.65,68078.79,55039.07,12243,152000.3
10,debt_heavy,14,68096.45,4627.84,72724.3,57959.35,12243,166765.24
10,debt_heavy,15,62737.63,4924.21,67661.83,54776.96,12243,179650.12
10,debt_heavy,16,62812.18,4604.21,67416.39,54622.67,12243,192443.84
10,debt_heavy,17,65384.64,2956.38,68341.02,55203.91,12243,205580.94
10,debt_heavy,18,62356.0,1675.99,64031.98,52495.14,12243,217117.78
10,debt_heavy,19,62028.84,1667.5,63696.34,52284.15,12243,228529.97
10,debt_heavy,20,65505.75,4599.28,70105.03,56312.82,12243,242322.19
10,debt_heavy,21,64262.89,3687.51,67950.4,54958.36,12243,255314.23
10,debt_heavy,22,63464.42,2262.2,65726.62,64151.86,12243,256888.98
10,debt_heavy,23,65251.05,2094.63,67345.68,78537.34,12243,245697.32
10,debt_heavy,24,68920.38,3161.32,72081.7,86182.36,12243,231596.66
11,stable,1,78909.68,2675.35,81585.03,48919.25,5701,57481.78
11,stable,2,74636.66,1549.68,76186.35,46059.39,5701,87608.74
11,stable,3,75605.4,3998.91,79604.31,47870.0,5701,119343.06
11,stable,4,75921.04,3124.88,79045.92,47574.2,5701,150814.79
11,stable,5,78726.38,2937.27,81663.65,48960.89,5701,183517.54
11,stable,6,77793.34,2638.24,80431.58,48308.22,5701,215640.9
11,stable,7,76018.96,2485.06,78504.02,47287.13,5701,246857.78
11,stable,8,73139.19,1671.81,74811.0,72145.28,5701,249523.51
11,stable,9,74428.78,4487.15,78915.93,47505.34,5701,280934.1
11,stable,10,78453.6,4894.66,83348.26,73515.18,5701,290767.18
11,stable,11,75462.18,2758.61,78220.8,59632.38,5701,309355.59
11,stable,12,80015.2,2975.24,82990.44,49663.74,5701,342682.3
11,stable,13,80526.5,4437.3,84963.8,50709.09,5701,376937.01
11,stable,14,81737.02,4026.57,85763.59,51132.77,5701,411567.83
11,stable,15,80796.43,4034.25,84830.68,50638.57,5701,445759.94
11,stable,16,83525.15,705.41,84230.55,50320.67,5701,479669.83
11,stable,17,78563.58,434.63,78998.2,47548.92,5701,511119.11
11,stable,18,81857.71,4240.64,86098.35,51310.1,5701,545907.37
11,stable,19,82981.62,3214.63,86196.24,51361.96,5701,580741.65
11,stable,20,83254.96,3123.81,86378.76,51458.64,5701,615661.77
11,stable,21,82571.07,1815.3,84386.37,82379.91,5701,617668.23
11,stable,22,78733.13,3869.17,82602.31,64558.85,5701,635711.68
11,stable,23,77728.04,4872.74,82600.78,71856.34,5701,646456.13
11,stable,24,84330.37,4926.84,89257.21,52983.45,5701,682729.89
12,stable,1,58772.68,3167.39,61940.07,43934.37,6616,58959.7
12,stable,2,56418.19,4174.65,60592.84,43122.67,6616,76429.87
12,stable,3,58679.36,858.4,59537.76,42487.0,6616,93480.63
12,stable,4,55710.19,4571.49,60281.68,42935.2,6616,110827.11
12,stable,5,58976.84,1370.28,60347.12,42974.63,6616,128199.6
12,stable,6,59415.25,4148.71,63563.96,44912.75,6616,146850.81
12,stable,7,55666.91,684.43,56351.34,40567.2,6616,162634.95
12,stable,8,60717.34,2987.07,63704.41,44997.37,6616,181341.99
12,stable,9,59494.94,876.86,60371.8,42989.5,6616,198724.29
12,stable,10,58053.57,1915.69,59969.26,76958.12,6616,181735.44
12,stable,11,59922.19,413.99,60336.18,59008.77,6616,183062.85
12,stable,12,60775.11,1443.47,62218.58,44102.17,6616,201179.26
12,stable,13,62801.61,1485.61,64287.22,45348.5,6616,220117.97
12,stable,14,61308.27,3318.36,64626.62,45552.99,6616,239191.6
12,stable,15,62884.73,1074.7,63959.43,61764.7,6616,241386.34
12,stable,16,62039.76,257.13,62296.88,44149.35,6616,259533.88
12,stable,17,62050.6,1671.22,63721.82,45007.86,6616,278247.84
12,stable,18,59037.78,375.69,59413.47,42412.11,6616,295249.2
12,stable,19,61427.74,3442.01,64869.75,45699.48,6616,314419.48
12,stable,20,59896.95,4095.51,63992.46,45170.92,6616,333241.02
12,stable,21,62651.97,1360.73,64012.69,45183.1,6616,352070.61
12,stable,22,60601.06,457.91,61058.97,64259.29,6616,348870.29
12,stable,23,64222.4,2230.03,66452.43,57625.3,6616,357697.42
12,stable,24,66783.0,3661.12,70444.12,49057.99,6616,379083.56
13,saver,1,99849.29,257.98,100107.27,50760.31,3726,94233.95
13,saver,2,93491.78,2941.32,96433.1,49034.04,3726,141633.01
13,saver,3,98503.66,2366.05,100869.72,51118.54,3726,191384.19
13,saver,4,94239.75,3655.12,97894.87,49720.84,3726,239558.22
13,saver,5,94188.42,2108.81,96297.23,48970.21,3726,286885.24
13,saver,6,100357.58,274.41,100631.99,51006.85,3726,336510.39
13,saver,7,98176.76,3222.73,101399.5,51367.45,3726,386542.43
13,saver,8,96631.61,2803.39,99435.0,50444.45,3726,435532.98
13,saver,9,101728.33,2651.33,104379.65,52767.65,3726,487144.98
13,saver,10,97021.37,2862.14,99883.51,75133.01,3726,511895.48
13,saver,11,99540.53,3689.28,103229.8,72019.23,3726,543106.05
13,saver,12,106729.04,2087.53,108816.57,54852.28,3726,597070.34
13,saver,13,107898.25,1.19,107899.44,54421.38,3726,650548.4
13,saver,14,101661.36,4662.95,106324.31,68904.84,3726,687967.87
13,saver,15,98253.99,442.72,98696.7,75133.15,3726,711531.42
13,saver,16,103685.48,1358.43,105043.91,53079.74,3726,763495.59
13,saver,17,98655.28,1681.85,100337.13,50868.31,3726,812964.41
13,saver,18,105243.88,16.73,105260.61,53181.55,3726,865043.47
13,saver,19,100766.93,4264.11,105031.04,53073.69,3726,917000.81
13,saver,20,103771.37,1386.33,105157.7,53133.2,3726,969025.31
13,saver,21,98175.99,547.34,98723.33,50110.08,3726,1017638.56
13,saver,22,98992.01,4782.08,103774.09,77797.62,3726,1043615.02
13,saver,23,103765.67,4911.65,108677.33,83058.22,3726,1069234.13
13,saver,24,112102.93,4945.92,117048.86,58720.13,3726,1127562.86
14,stable,1,83676.74,234.73,83911.47,51389.22,5564,53456.26
14,stable,2,82949.54,4786.35,87735.89,53477.78,5564,87714.36
14,stable,3,89595.06,3148.89,92743.95,56212.76,5564,124245.56
14,stable,4,87137.83,2986.37,90124.2,54782.07,5564,159587.69
14,stable,5,84893.53,2576.24,87469.77,53332.45,5564,193725.01
14,stable,6,91296.08,4487.18,95783.26,57872.56,5564,231635.7
14,stable,7,88048.3,3739.36,91787.66,93158.11,5564,230265.25
14,stable,8,90111.35,2287.16,92398.51,56024.1,5564,266639.66
14,stable,9,85004.22,2383.38,87387.61,87939.52,5564,266087.74
14,stable,10,82938.15,1645.26,84583.41,78207.46,5564,272463.69
14,stable,11,85077.56,1263.25,86340.81,62242.14,5564,296562.35
14,stable,12,87207.08,2663.01,89870.1,54643.3,5564,331789.15
14,stable,13,87761.31,4472.4,92233.71,55934.1,5564,368088.75
14,stable,14,87323.37,4414.53,91737.91,55663.34,5564,404163.32
14,stable,15,95040.56,2856.59,97897.15,59026.99,5564,443033.48
14,stable,16,91727.77,4322.46,96050.24,58018.36,5564,481065.35
14,stable,17,91522.12,4340.8,95862.92,57916.07,5564,519012.2
14,stable,18,88198.51,802.0,89000.51,54168.41,5564,553844.31
14,stable,19,88941.46,4650.45,93591.91,56675.84,5564,590760.38
14,stable,20,93145.29,946.11,94091.4,56948.62,5564,627903.16
14,stable,21,95541.05,2327.35,97868.4,59011.29,5564,666760.27
14,stable,22,86808.54,4099.73,90908.28,69679.68,5564,687988.88
14,stable,23,86771.78,2780.91,89552.69,79052.76,5564,698488.81
14,stable,24,92740.89,420.49,93161.38,56440.72,5564,735209.47
15,saver,1,59663.65,1416.71,61080.36,44294.0,4770,28795.36
15,saver,2,64073.6,1960.76,66034.35,32953.54,4770,61876.18
15,saver,3,63538.07,3944.03,67482.11,33571.44,4770,95786.85
15,saver,4,63644.37,4736.49,68380.86,33955.03,4770,130212.68
15,saver,5,63645.18,3542.86,67188.04,33445.93,4770,163954.79
15,saver,6,59226.61,373.47,59600.08,30207.38,4770,193347.49
15,saver,7,65003.25,3380.26,68383.51,33956.16,4770,227774.84
15,saver,8,62880.45,2971.98,65852.43,32875.89,4770,260751.38
15,saver,9,59274.36,4107.56,63381.92,31821.48,4770,292311.83
15,saver,10,63941.39,1262.54,65203.93,38176.39,4770,319339.36
15,saver,11,61771.05,4721.52,66492.57,39984.99,4770,345846.94
15,saver,12,65240.13,4129.6,69369.73,34377.08,4770,380839.59
15,saver,13,67276.14,3864.11,71140.26,35132.74,4770,416847.11
15,saver,14,62665.61,4340.27,67005.88,33368.19,4770,450484.8
15,saver,15,62014.75,3656.35,65671.1,32798.5,4770,483357.4
15,saver,16,67389.44,4822.6,72212.04,35590.18,4770,519979.26
15,saver,17,64688.87,1559.76,66248.63,33044.99,4770,553182.9
15,saver,18,66524.49,3729.19,70253.68,34754.35,4770,588682.23
15,saver,19,67459.47,3574.62,71034.09,35087.43,4770,624628.88
15,saver,20,64879.08,2716.16,67595.24,33619.73,4770,658604.4
15,saver,21,63136.45,455.82,63592.28,31911.26,4770,690285.42
15,saver,22,64763.01,2651.77,67414.78,39502.82,4770,718197.38
15,saver,23,63725.07,4559.18,68284.25,51021.33,4770,735460.29
15,saver,24,67904.25,6.16,67910.4,33754.24,4770,769616.46
16,saver,1,78278.77,3257.6,81536.37,34583.1,1016,86484.27
16,saver,2,81758.38,2166.23,83924.62,35566.3,1016,134842.59
16,saver,3,78187.66,2322.99,80510.65,34160.83,1016,181192.41
16,saver,4,80180.63,4873.5,85054.13,36031.3,1016,230215.24
16,saver,5,82298.99,3785.3,86084.29,36455.4,1016,279844.13
16,saver,6,84331.43,3621.43,87952.86,37224.66,1016,330572.33
16,saver,7,78158.01,513.96,78671.97,33403.88,1016,375840.43
16,saver,8,77124.48,2411.78,79536.26,33759.69,1016,421617.0
16,saver,9,79779.32,3879.02,83658.34,35456.68,1016,469818.66
16,saver,10,77562.42,2671.21,80233.63,88850.08,1016,461202.22
16,saver,11,79874.81,1610.47,81485.28,54387.34,1016,488300.16
16,saver,12,86722.01,4107.2,90829.22,62160.44,1016,516968.94
16,saver,13,88920.06,621.1,89541.16,37878.53,1016,568631.57
16,saver,14,85884.69,3083.02,88967.72,37642.46,1016,619956.83
16,saver,15,83366.88,4676.01,88042.89,37261.72,1016,670738.0
16,saver,16,86144.42,3917.11,90061.54,38092.76,1016,722706.77
16,saver,17,84945.61,3304.1,88249.72,37346.87,1016,773609.62
16,saver,18,85907.66,3919.16,89826.82,37996.13,1016,825440.31
16,saver,19,81171.16,820.0,81991.16,34770.33,1016,872661.14
16,saver,20,86991.14,2966.39,89957.53,38049.94,1016,924568.72
16,saver,21,84902.06,3078.71,87980.77,37236.15,1016,975313.35
16,saver,22,84824.67,3721.4,88546.06,57471.76,1016,1006387.65
16,saver,23,81195.9,808.36,82004.26,41809.37,1016,1046582.53
16,saver,24,87635.13,2712.39,90347.52,38210.5,1016,1098719.56
17,stable,1,38002.27,2313.11,40315.39,29262.09,7326,44759.29
17,stable,2,39830.73,3713.53,43544.27,31018.97,7326,57284.59
17,stable,3,38345.98,1855.19,40201.17,29199.95,7326,68285.81
17,stable,4,37154.91,4335.16,41490.07,29901.25,7326,79874.63
