date,month,day,day_of_week,week_of_year,weekend_flag,month_end_flag,payday_flag,holiday_flag,product,channel,region,customer_segment,device_type,promo_exposure_flag,campaign_flag,control_change_flag,transaction_count,avg_txn_value,active_customers,new_accounts,login_failures,otp_failures,chargeback_count,fraud_alerts,manual_review_rate,approval_rate,decline_rate,device_risk_score,fraud_rate,fraud_cases,fraud_loss
2026-01-01,1,1,3,1,0,0,1,1,debit_card,mobile_app,south,premium,ios,0,0,0,1712,99.75,698,11,25,11,2,11,0.0208,0.8689,0.1311,0.3647,0.000484,3,279.71
2026-01-01,1,1,3,1,0,0,1,1,debit_card,mobile_app,south,retail,android,0,0,0,2411,93.29,915,34,22,8,4,12,0.0157,0.8525,0.1475,0.5419,0.000686,2,317.13
2026-01-01,1,1,3,1,0,0,1,1,debit_card,mobile_app,west,premium,android,0,0,0,2299,50.16,738,14,27,11,2,28,0.0218,0.8585,0.1415,0.5736,0.000495,6,354.76
2026-01-01,1,1,3,1,0,0,1,1,debit_card,mobile_app,west,retail,ios,0,0,0,2877,75.33,1658,31,23,9,4,12,0.0185,0.8382,0.1618,0.3511,0.000699,1,97.32
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,east,premium,ios,0,0,0,1341,39.71,429,14,13,11,1,9,0.0128,0.8583,0.1417,0.2032,0.000385,1,21.99
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,east,retail,android,0,0,0,2395,57.44,1012,29,10,4,1,5,0.018,0.8581,0.1419,0.4086,0.000506,1,27.98
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,north,premium,desktop,0,0,0,1124,71.74,349,10,12,10,0,6,0.0189,0.8777,0.1223,0.247,0.000383,0,0.11
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,north,retail,desktop,0,0,0,1728,41.46,590,15,9,7,0,5,0.0189,0.854,0.146,0.2503,0.000532,0,0.0
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,south,premium,desktop,0,0,0,807,53.14,375,11,18,3,1,9,0.0168,0.8663,0.1337,0.2497,0.000409,1,68.07
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,south,retail,ios,0,0,0,1883,47.46,1121,24,17,6,0,4,0.0228,0.8611,0.1389,0.25,0.000572,0,6.44
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,west,premium,android,0,0,0,1861,52.56,764,15,15,9,0,8,0.0248,0.8524,0.1476,0.4132,0.000439,1,116.0
2026-01-01,1,1,3,1,0,0,1,1,debit_card,web,west,retail,desktop,0,0,0,1911,46.81,915,19,10,9,4,10,0.021,0.8467,0.1533,0.2493,0.000592,2,44.19
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,east,premium,desktop,0,0,0,432,76.25,184,7,14,7,3,6,0.0139,0.8703,0.1297,0.2195,0.000375,0,73.74
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,east,retail,desktop,0,0,0,577,29.4,389,13,16,4,1,12,0.0232,0.8447,0.1553,0.2345,0.000552,1,0.0
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,north,premium,desktop,0,0,0,398,44.56,228,13,8,5,1,3,0.0153,0.8633,0.1367,0.2574,0.000388,0,0.0
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,north,retail,desktop,0,0,0,510,61.44,185,15,9,4,2,8,0.0224,0.8557,0.1443,0.2737,0.000537,1,104.81
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,south,premium,desktop,0,0,0,344,46.41,202,9,11,3,2,2,0.0311,0.8683,0.1317,0.2815,0.000434,0,9.13
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,south,retail,desktop,0,0,0,516,56.36,247,17,4,6,1,1,0.0246,0.872,0.128,0.2372,0.000591,0,79.71
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,west,premium,desktop,0,0,0,430,29.63,167,5,10,6,1,5,0.0176,0.8771,0.1229,0.2565,0.000443,0,53.26
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,branch,west,retail,desktop,0,0,0,598,42.77,276,17,8,7,2,3,0.0182,0.8557,0.1443,0.2598,0.000596,0,0.0
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,east,premium,android,0,0,0,1489,62.39,604,12,33,7,0,11,0.0182,0.8596,0.1404,0.5433,0.000618,1,62.35
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,east,retail,ios,0,0,0,2102,109.78,777,17,23,5,1,16,0.0245,0.863,0.137,0.3096,0.000879,2,257.06
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,north,premium,ios,0,0,0,1533,47.29,671,9,27,14,3,12,0.0235,0.8547,0.1453,0.3028,0.000623,2,93.8
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,north,retail,ios,0,0,0,2163,66.62,637,22,21,9,3,18,0.023,0.8613,0.1387,0.4216,0.000901,3,221.0
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,south,premium,ios,0,0,0,1354,61.14,425,12,20,11,2,13,0.0236,0.8523,0.1477,0.3314,0.000729,1,43.33
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,south,retail,android,0,0,0,2126,51.26,1060,26,24,11,4,11,0.0173,0.8792,0.1208,0.5638,0.001005,3,164.13
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,west,premium,ios,0,0,0,1790,29.57,594,8,18,7,2,7,0.0178,0.8538,0.1462,0.3142,0.000739,1,48.37
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,mobile_app,west,retail,android,0,0,0,2485,71.3,1014,19,17,12,4,23,0.0259,0.851,0.149,0.5124,0.001042,5,399.88
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,east,premium,android,0,0,0,1390,56.8,521,5,10,4,2,9,0.0233,0.8609,0.1391,0.4535,0.000533,1,72.7
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,east,retail,desktop,0,0,0,1406,52.51,635,19,16,9,0,10,0.0176,0.8491,0.1509,0.2066,0.00072,0,12.83
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,north,premium,desktop,0,0,0,890,91.52,326,11,10,10,2,7,0.0174,0.8622,0.1378,0.2193,0.000524,1,145.64
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,north,retail,desktop,0,0,0,1119,99.37,589,15,16,7,2,18,0.0206,0.8553,0.1447,0.2631,0.000768,2,275.69
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,south,premium,android,0,0,0,1166,73.03,767,9,18,6,1,13,0.0223,0.834,0.166,0.4362,0.00061,1,109.59
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,south,retail,desktop,0,0,0,1148,63.91,469,12,5,5,3,2,0.0169,0.8571,0.1429,0.256,0.000826,0,5.97
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,west,premium,desktop,0,0,0,922,81.14,316,8,14,9,0,9,0.0175,0.8515,0.1485,0.2177,0.000643,0,43.65
2026-01-01,1,1,3,1,0,0,1,1,digital_wallet,web,west,retail,android,0,0,0,2040,47.0,1300,21,19,4,3,10,0.0288,0.8548,0.1452,0.4427,0.000881,1,24.3
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,east,premium,desktop,0,0,0,538,60.56,189,13,5,4,1,2,0.021,0.8541,0.1459,0.2226,0.000333,0,49.94
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,east,retail,desktop,0,0,0,899,51.59,265,18,10,2,0,2,0.0153,0.8588,0.1412,0.2818,0.000438,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,north,premium,desktop,0,0,0,679,74.42,228,11,8,3,1,6,0.0173,0.8694,0.1306,0.2265,0.000331,1,87.87
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,north,retail,desktop,0,0,0,822,57.94,231,27,11,3,1,7,0.0181,0.8533,0.1467,0.2405,0.000493,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,south,premium,desktop,0,0,0,632,88.58,276,6,8,6,2,2,0.0198,0.8655,0.1345,0.2666,0.000367,0,93.51
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,south,retail,desktop,0,0,0,969,86.23,341,31,5,1,2,2,0.0228,0.8655,0.1345,0.2573,0.000517,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,west,premium,desktop,0,0,0,622,123.24,207,7,7,6,1,3,0.018,0.8655,0.1345,0.2325,0.000392,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,credit_card,branch,west,retail,desktop,0,0,0,854,59.91,310,25,5,1,4,1,0.0266,0.8512,0.1488,0.2399,0.000544,0,33.81
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,east,premium,android,0,0,0,2382,42.52,797,16,22,8,1,11,0.0141,0.8614,0.1386,0.4773,0.000566,1,107.03
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,east,retail,ios,0,0,0,3556,62.48,1590,37,19,12,2,12,0.0211,0.8505,0.1495,0.3446,0.000772,2,166.17
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,north,premium,android,0,0,0,2746,92.35,930,12,17,9,3,10,0.0267,0.8713,0.1287,0.5018,0.000529,0,52.15
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,north,retail,android,0,0,0,3957,115.88,1539,37,15,4,0,15,0.0165,0.8438,0.1562,0.5484,0.000768,2,279.32
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,south,premium,ios,0,0,0,2238,93.64,843,19,20,11,3,9,0.0198,0.8609,0.1391,0.3204,0.000605,1,116.73
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,south,retail,ios,0,0,0,3568,155.33,2171,42,21,10,5,32,0.0256,0.8591,0.1409,0.3561,0.000893,9,2197.54
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,west,premium,android,0,0,0,3029,57.12,1189,16,13,11,4,7,0.0193,0.8675,0.1325,0.5417,0.000619,1,95.6
2026-01-02,1,2,4,1,0,0,0,0,credit_card,mobile_app,west,retail,ios,0,0,0,4323,48.85,1356,41,23,5,2,26,0.0206,0.8704,0.1296,0.3174,0.000885,5,310.38
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,east,premium,desktop,0,0,0,1471,53.99,451,17,11,4,3,3,0.0099,0.8387,0.1613,0.2195,0.000485,0,40.92
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,east,retail,android,0,0,0,3445,55.6,2048,21,12,8,4,6,0.0174,0.8532,0.1468,0.457,0.000694,1,94.76
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,north,premium,desktop,0,0,0,1665,88.81,724,11,13,6,1,3,0.0231,0.8675,0.1325,0.2753,0.000473,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,north,retail,ios,0,0,0,2687,46.1,829,27,17,10,1,8,0.02,0.8594,0.1406,0.2327,0.000679,2,119.34
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,south,premium,ios,0,0,0,1786,204.55,617,9,19,4,3,8,0.0206,0.856,0.144,0.24,0.000532,1,364.14
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,south,retail,android,0,0,0,3299,70.33,1877,26,26,9,3,17,0.0198,0.8613,0.1387,0.4198,0.00074,2,207.19
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,west,premium,android,0,0,0,2614,68.67,1176,12,17,8,1,20,0.0151,0.875,0.125,0.4421,0.000586,3,204.68
2026-01-02,1,2,4,1,0,0,0,0,credit_card,web,west,retail,android,0,0,0,3462,44.96,1564,15,16,1,5,19,0.0182,0.8621,0.1379,0.4776,0.000724,3,277.59
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,east,premium,desktop,0,0,0,532,45.51,212,8,9,3,2,2,0.0269,0.8617,0.1383,0.2466,0.000251,0,40.82
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,east,retail,desktop,0,0,0,751,62.82,285,18,10,9,3,6,0.0213,0.8575,0.1425,0.2723,0.000354,0,8.21
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,north,premium,desktop,0,0,0,491,58.51,335,8,7,4,3,2,0.0201,0.8497,0.1503,0.2353,0.000278,0,14.61
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,north,retail,desktop,0,0,0,766,46.43,312,29,9,9,2,2,0.0211,0.8658,0.1342,0.2459,0.000383,0,75.02
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,south,premium,desktop,0,0,0,429,34.53,220,9,8,4,1,4,0.0216,0.8621,0.1379,0.286,0.000274,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,south,retail,desktop,0,0,0,586,52.39,256,31,5,4,1,3,0.0226,0.8666,0.1334,0.2043,0.000389,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,west,premium,desktop,0,0,0,559,48.03,297,10,10,9,0,4,0.0217,0.8578,0.1422,0.2669,0.000302,0,19.32
2026-01-02,1,2,4,1,0,0,0,0,debit_card,branch,west,retail,desktop,0,0,0,900,60.45,308,22,17,6,1,5,0.0235,0.8671,0.1329,0.2677,0.000427,0,20.02
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,east,premium,ios,0,0,0,2048,49.98,1318,10,25,11,2,16,0.0124,0.8742,0.1258,0.3781,0.000428,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,east,retail,android,0,0,0,3282,61.74,1473,27,24,10,5,20,0.0202,0.8606,0.1394,0.5188,0.000596,2,134.68
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,north,premium,android,0,0,0,2383,55.07,1204,9,15,3,1,7,0.0207,0.8654,0.1346,0.5025,0.000425,0,27.37
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,north,retail,android,0,0,0,3373,63.63,1066,40,22,12,2,8,0.0207,0.8678,0.1322,0.5573,0.000628,2,190.72
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,south,premium,android,0,0,0,2161,47.75,1433,17,23,9,2,24,0.022,0.8596,0.1404,0.4641,0.000478,4,169.31
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,south,retail,android,0,0,0,3223,53.47,948,29,18,11,1,15,0.0225,0.8572,0.1428,0.501,0.000647,4,213.02
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,west,premium,android,0,0,0,2089,56.63,1022,12,13,9,0,4,0.0263,0.8638,0.1362,0.4903,0.000488,0,1.41
2026-01-02,1,2,4,1,0,0,0,0,debit_card,mobile_app,west,retail,ios,0,0,0,3120,38.16,931,28,21,10,2,11,0.0224,0.8576,0.1424,0.3897,0.000675,2,92.92
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,east,premium,ios,0,0,0,1719,54.74,585,8,10,2,4,6,0.0314,0.8563,0.1437,0.2521,0.000355,1,68.49
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,east,retail,desktop,0,0,0,1765,63.3,876,18,11,12,2,6,0.017,0.8522,0.1478,0.2657,0.000532,1,34.66
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,north,premium,android,0,0,0,1815,77.56,961,7,8,7,1,2,0.0178,0.8595,0.1405,0.4704,0.000373,0,71.13
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,north,retail,desktop,0,0,0,1800,95.34,1003,17,18,8,1,3,0.0167,0.8672,0.1328,0.2534,0.000551,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,south,premium,desktop,0,0,0,1118,59.01,330,17,15,14,3,11,0.0183,0.8631,0.1369,0.2449,0.000427,1,17.76
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,south,retail,desktop,0,0,0,1665,51.95,699,16,15,3,2,7,0.0172,0.8635,0.1365,0.242,0.000562,0,4.65
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,west,premium,desktop,0,0,0,1302,69.9,480,18,15,5,2,8,0.0193,0.8434,0.1566,0.2183,0.00045,0,54.21
2026-01-02,1,2,4,1,0,0,0,0,debit_card,web,west,retail,desktop,0,0,0,1848,51.11,861,22,15,5,3,10,0.0247,0.8692,0.1308,0.2634,0.000596,2,125.78
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,east,premium,desktop,0,0,0,403,51.5,162,9,5,2,2,5,0.0191,0.844,0.156,0.2679,0.00036,1,92.86
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,east,retail,desktop,0,0,0,641,38.03,225,19,12,6,3,3,0.0181,0.8533,0.1467,0.2941,0.000529,0,65.83
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,north,premium,desktop,0,0,0,465,79.71,138,6,8,7,3,4,0.0229,0.8658,0.1342,0.2627,0.000387,0,27.75
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,north,retail,desktop,0,0,0,613,114.87,199,9,12,7,1,2,0.0162,0.8438,0.1562,0.2392,0.000553,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,south,premium,desktop,0,0,0,420,58.02,169,8,11,5,2,4,0.0186,0.8723,0.1277,0.2245,0.00043,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,south,retail,desktop,0,0,0,528,70.05,176,14,5,4,1,3,0.02,0.8522,0.1478,0.277,0.000584,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,west,premium,desktop,0,0,0,386,64.33,160,3,10,4,1,6,0.0173,0.8626,0.1374,0.1999,0.00045,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,branch,west,retail,desktop,0,0,0,654,62.2,347,11,12,4,1,5,0.025,0.8631,0.1369,0.2366,0.00062,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,east,premium,android,0,0,0,1613,51.85,482,20,21,7,3,11,0.0157,0.8639,0.1361,0.5853,0.000633,1,63.43
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,east,retail,android,0,0,0,2961,72.96,1092,18,12,4,2,11,0.0209,0.8597,0.1403,0.5365,0.00085,2,77.27
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,north,premium,android,0,0,0,1711,41.74,1111,15,16,14,4,9,0.0173,0.8544,0.1456,0.5408,0.000683,0,0.0
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,north,retail,android,0,0,0,2429,79.16,1443,18,20,12,2,5,0.0188,0.8579,0.1421,0.5007,0.000882,1,118.15
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,south,premium,android,0,0,0,1737,94.36,575,11,21,10,2,15,0.0195,0.8738,0.1262,0.5663,0.000696,1,125.02
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,south,retail,android,0,0,0,2849,37.68,897,28,21,10,2,19,0.0185,0.8527,0.1473,0.5937,0.000987,3,189.15
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,west,premium,ios,0,0,0,1883,61.15,637,12,16,7,1,9,0.0273,0.8481,0.1519,0.3959,0.000715,0,36.58
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,mobile_app,west,retail,ios,0,0,0,2542,98.79,829,20,24,7,4,19,0.02,0.86,0.14,0.3578,0.001016,3,201.49
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,web,east,premium,desktop,0,0,0,871,47.16,416,3,14,8,0,15,0.0265,0.8636,0.1364,0.2639,0.000517,2,86.48
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,web,east,retail,android,0,0,0,2517,42.97,1099,19,12,7,1,10,0.0213,0.8586,0.1414,0.4322,0.000766,2,116.13
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,web,north,premium,android,0,0,0,1537,112.17,473,10,8,5,2,2,0.021,0.8594,0.1406,0.3791,0.000541,0,54.15
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,web,north,retail,android,0,0,0,2335,51.17,734,11,13,7,2,7,0.0113,0.8697,0.1303,0.4434,0.000753,2,159.42
2026-01-02,1,2,4,1,0,0,0,0,digital_wallet,web,south,premium,ios,0,0,0,1383,55.35,485,8,15,7,1,22,0.0268,0.8495,0.1505,0.2628,0.000605,4,263.41
